paperId_dblp,title_dblp,authors_dblp,venue_dblp,year_dblp,cleaned_title_dblp,cleaned_authors_dblp,index_dblp
53e99ea7b7602d9702772455,Scientist's Called Upon to Take Actions.,Xiaolei Qian,SIGMOD Record,1996,scientist s called upon to take actions,xiaolei qian,174
53e9aeebb7602d9703917def,Optimization of Data Stream Processing.,"Janusz R. Getta, Ehsan Vossough",SIGMOD Record,2004,optimization of data stream processing,janusz r getta ehsan vossough,616
53e9a89bb7602d97031e9380,Chameleon: an Extensible and Customizable Tool for Web Data Translation.,"Riccardo Torlone, Paolo Atzeni",VLDB,2003,chameleon an extensible and customizable tool for web data translation,riccardo torlone paolo atzeni,441
53e9a360b7602d9702c6e4af,What can Hierarchies do for Data Warehouses?,"H. V. Jagadish, Laks V. S. Lakshmanan, Divesh Srivastava",VLDB,1999,what can hierarchies do for data warehouses,h v jagadish laks v s lakshmanan divesh srivastava,869
53e9a0a6b7602d970298f3c0,ATLAS: A Small but Complete SQL Extension for Data Mining and Data Streams.,"Haixun Wang, Carlo Zaniolo, Chang Luo",VLDB,2003,atlas a small but complete sql extension for data mining and data streams,haixun wang carlo zaniolo chang luo,987
53e9a699b7602d9702fcbde8,Providing Database Migration Tools - A Practicioner's Approach.,Andreas Meier,VLDB,1995,providing database migration tools a practicioner s approach,andreas meier,452
53e9ad2cb7602d970370ccd1,Political Winds Change Direction Again.,Xiaolei Qian,SIGMOD Record,1995,political winds change direction again,xiaolei qian,135
53e99b6ab7602d970240fdae,Review - WALRUS: A Similarity Retrieval Algorithm for Image Databases.,Dennis Shasha,ACM SIGMOD Digital Review,1999,review walrus a similarity retrieval algorithm for image databases,dennis shasha,1633
53e99809b7602d970201f952,Chair's Message.,M. Tamer Özsu,SIGMOD Record,2001,chair s message,m tamer zsu,28
53e99aecb7602d9702373cec,The Next Database Revolution.,Jim Gray,SIGMOD Conference,2004,the next database revolution,jim gray,1981
53e9b049b7602d9703aab656,Maintenance of Automatic Summary Tables.,"Wolfgang Lehner, Richard Sidle, Hamid Pirahesh, Roberta Cochrane",SIGMOD Conference,2000,maintenance of automatic summary tables,wolfgang lehner richard sidle hamid pirahesh roberta cochrane,531
53e9aaecb7602d970346cf2a,On Multi-Resolution Document Transmission in Mobile Web.,"Stanley M. T. Yau, Hong Va Leong, Dennis McLeod, Antonio Si",SIGMOD Record,1999,on multi resolution document transmission in mobile web,stanley m t yau hong va leong dennis mcleod antonio si,311
53e9a81fb7602d9703166b36,Grid Data Management Systems & Services.,"Arun Jagatheesan, Reagan Moore, Norman W. Paton, Paul Watson",VLDB,2003,grid data management systems services,arun jagatheesan reagan moore norman w paton paul watson,1574
53e9ab42b7602d97034d4ff3,An Active Functionality Service for E-Business Applications.,"Mariano Cilia, Alejandro P. Buchmann",SIGMOD Record,2002,an active functionality service for e business applications,mariano cilia alejandro p buchmann,682
53e99e1ab7602d97026dab55,Computing PageRank in a Distributed Internet Search Engine System.,"Yuan Wang, David J. DeWitt",VLDB,2004,computing pagerank in a distributed internet search engine system,yuan wang david j dewitt,2001
53e9aa0fb7602d970337d111,"Lessons from Wall Street: Case Studies in Configuration, Tuning, and Distribution (Tutorial).",Dennis Shasha,SIGMOD Conference,1997,lessons from wall street case studies in configuration tuning and distribution tutorial,dennis shasha,1349
53e9baf6b7602d97047284ad,DIMACS Summer School Tutorial on New Frontiers in Data Mining.,"Dimitrios Gunopulos, Nick Koudas",SIGMOD Record,2001,dimacs summer school tutorial on new frontiers in data mining,dimitrios gunopulos nick koudas,268
53e999cab7602d970220f707,Querying Heterogeneous Information Sources Using Source Descriptions,"Alon Y. Levy, Anand Rajaraman, Joann J. Ordille",VLDB,1996,querying heterogeneous information sources using source descriptions,alon y levy anand rajaraman joann j ordille,2011
53e9b4a5b7602d9703fb2f20,2003 SIGMOD Innovations Award Speech.,Donald D. Chamberlin,SIGMOD Record,2003,2003 sigmod innovations award speech,donald d chamberlin,9
53e99813b7602d970202b96d,Describing Semistructured Data.,Luca Cardelli,SIGMOD Record,2001,describing semistructured data,luca cardelli,667
53e9b5f4b7602d9704147ee5,The SAMOS Active DBMS Prototype.,"Stella Gatziu, Andreas Geppert, Klaus R. Dittrich",SIGMOD Conference,1995,the samos active dbms prototype,stella gatziu andreas geppert klaus r dittrich,1350
53e9a91ab7602d970326be48,Holistic UDAFs at streaming speeds.,"Graham Cormode, Theodore Johnson, Flip Korn, S. Muthukrishnan, Oliver Spatscheck, Divesh Srivastava",SIGMOD Conference,2004,holistic udafs at streaming speeds,graham cormode theodore johnson flip korn s muthukrishnan oliver spatscheck divesh srivastava,539
53e9a8ccb7602d970321a81d,Tribeca: A Stream Database Manager for Network Traffic Analysis.,Mark Sullivan,VLDB,1996,tribeca a stream database manager for network traffic analysis,mark sullivan,989
53e99bb9b7602d97024615d9,Capturing and Querying Multiple Aspects of Semistructured Data.,"Curtis E. Dyreson, Michael H. Böhlen, Christian S. Jensen",VLDB,1999,capturing and querying multiple aspects of semistructured data,curtis e dyreson michael h b hlen christian s jensen,1579
53e99eb5b7602d970277f14a,Workshop Report: The First International Workshop on Active and Real-Time Database Systems (ARTDB-95).,"Mikael Berndtsson, Jörgen Hansson",SIGMOD Record,1996,workshop report the first international workshop on active and real time database systems artdb 95,mikael berndtsson j rgen hansson,43
53e9bdacb7602d9704a5afe4,An Optimal Algorithm for Querying Tree Structures and its Applications in Bioinformatics.,"Hsiao-Fei Liu, Ya-Hui Chang, Kun-Mao Chao",SIGMOD Record,2004,an optimal algorithm for querying tree structures and its applications in bioinformatics,hsiao fei liu ya hui chang kun mao chao,404
53e9af8eb7602d97039d83e2,Aggregate Maintenance for Data Warehousing in Informix Red Brick Vista.,"Craig J. Bunker, Latha S. Colby, Richard L. Cole, William J. McKenna, Gopal Mulagund, David Wilhite",VLDB,2001,aggregate maintenance for data warehousing in informix red brick vista,craig j bunker latha s colby richard l cole william j mckenna gopal mulagund david wilhite,808
53e99ea0b7602d970276a77f,Similarity based Retrieval of Pictures Using Indices on Spatial Relationships.,"A. Prasad Sistla, Clement T. Yu, Chengwen Liu, King-Lup Liu",VLDB,1995,similarity based retrieval of pictures using indices on spatial relationships,a prasad sistla clement t yu chengwen liu king lup liu,204
53e9bcd9b7602d970495d880,TOSS: An Extension of TAX with Ontologies and Similarity Queries.,"Edward Hung, Yu Deng, V. S. Subrahmanian",SIGMOD Conference,2004,toss an extension of tax with ontologies and similarity queries,edward hung yu deng v s subrahmanian,1473
53e9b4c3b7602d9703fdc042,WATCHMAN : A Data Warehouse Intelligent Cache Manager.,"Peter Scheuermann, Junho Shim, Radek Vingralek",VLDB,1996,watchman a data warehouse intelligent cache manager,peter scheuermann junho shim radek vingralek,907
53e9ae0cb7602d970381aa3f,Review - Using Semi-Joins to Solve Relational Queries,Z. Meral Özsoyoglu,ACM SIGMOD Digital Review,1999,review using semi joins to solve relational queries,z meral zsoyoglu,1610
53e9ae5cb7602d970387a189,Interviewing During a Tight Job Market.,"Qiong Luo, Zachary G. Ives",SIGMOD Record,2002,interviewing during a tight job market,qiong luo zachary g ives,392
53e9b891b7602d9704464f49,A Bi-Level Bernoulli Scheme for Database Sampling.,"Peter J. Haas, Christian Koenig",SIGMOD Conference,2004,a bi level bernoulli scheme for database sampling,peter j haas christian koenig,921
53e99ef4b7602d97027c06a6,CubeExplorer: online exploration of data cubes.,"Jiawei Han, Jianyong Wang, Guozhu Dong, Jian Pei, Ke Wang",SIGMOD Conference,2002,cubeexplorer online exploration of data cubes,jiawei han jianyong wang guozhu dong jian pei ke wang,1924
53e9a217b7602d9702b1d9d0,Small Worlds: the Dynamics of Networks between Order and Randomness - Book Review.,Jie Wu 0012,SIGMOD Record,2002,small worlds the dynamics of networks between order and randomness book review,jie wu 0012,381
53e9a27ab7602d9702b7fc2f,T2: A Customizable Parallel Database for Multi-Dimensional Data.,"Chialin Chang, Anurag Acharya, Alan Sussman, Joel H. Saltz",SIGMOD Record,1998,t2 a customizable parallel database for multi dimensional data,chialin chang anurag acharya alan sussman joel h saltz,327
53e9ade9b7602d97037f5d25,Remembrance of Streams Past: Overload-Sensitive Management of Archived Streams.,"Sirish Chandrasekaran, Michael J. Franklin",VLDB,2004,remembrance of streams past overload sensitive management of archived streams,sirish chandrasekaran michael j franklin,1570
53e9a13fb7602d9702a2c882,"Secure, Reliable, Transacted; Innovation in Web Services Architecture.",Martin Gudgin,SIGMOD Conference,2004,secure reliable transacted innovation in web services architecture,martin gudgin,2112
53e9baa6b7602d97046d29b0,E-Commerce Database Issues and Experience.,Anand Rajaraman,SIGMOD Conference,1999,e commerce database issues and experience,anand rajaraman,1073
53e99f63b7602d9702832e80,"Constructing and integrating data-centric Web Applications: Methods, Tools, and Techniques.","Stefano Ceri, Ioana Manolescu",VLDB,2003,constructing and integrating data centric web applications methods tools and techniques,stefano ceri ioana manolescu,438
53e9b1c3b7602d9703c53a60,D(k)-Index: An Adaptive Structural Summary for Graph-Structured Data.,"Chen Qun, Andrew Lim, Kian Win Ong",SIGMOD Conference,2003,d k index an adaptive structural summary for graph structured data,chen qun andrew lim kian win ong,535
53e9b26eb7602d9703d0f439,Databases on the Web: Technologies for Federation Architectures and Case Studies (Tutorial).,Ralf Kramer,SIGMOD Conference,1997,databases on the web technologies for federation architectures and case studies tutorial,ralf kramer,1484
53e9a73bb7602d9703070997,Are We Working On the Right Problems? (Panel).,Michael Stonebraker,SIGMOD Conference,1998,are we working on the right problems panel,michael stonebraker,1039
53e99e5bb7602d97027206c5,"Set Containment Joins: The Good, The Bad and The Ugly.","Karthikeyan Ramasamy, Jignesh M. Patel, Jeffrey F. Naughton, Raghav Kaushik",VLDB,2000,set containment joins the good the bad and the ugly,karthikeyan ramasamy jignesh m patel jeffrey f naughton raghav kaushik,1383
53e9b46fb7602d9703f6e2e2,RE-tree: an efficient index structure for regular expressions.,"Chee Yong Chan, Minos N. Garofalakis, Rajeev Rastogi",VLDB J.,2003,re tree an efficient index structure for regular expressions,chee yong chan minos n garofalakis rajeev rastogi,1020
53e9bc00b7602d970486107c,A Content-Based Multimedia Server for Massively Parallel Architectures.,"William O'Connell, Ion Tim Ieong, David Schrader, C. Watson, Grace Au, Alexandros Biliris, S. Choo, P. Colin, G. Linderman, Euthimios Panagos, J. Wang, T. Walters",SIGMOD Conference,1996,a content based multimedia server for massively parallel architectures,william o connell ion tim ieong david schrader c watson grace au alexandros biliris s choo p colin g linderman euthimios panagos j wang t walters,1799
53e9aa5cb7602d97033ce7e8,Building Knowledge Base Management Systems.,"John Mylopoulos, Vinay K. Chaudhri, Dimitris Plexousakis, Adel Shrufi, Thodoros Topaloglou",VLDB J.,1996,building knowledge base management systems,john mylopoulos vinay k chaudhri dimitris plexousakis adel shrufi thodoros topaloglou,1278
53e9a6a6b7602d9702fda536,Managing Intervals Efficiently in Object-Relational Databases.,"Hans-Peter Kriegel, Marco Pötke, Thomas Seidl",VLDB,2000,managing intervals efficiently in object relational databases,hans peter kriegel marco p tke thomas seidl,893
53e9b8a1b7602d970447a229,Performance of Future Database Systems: Bottlenecks and Bonananzas,Chaitanya K. Baru,VLDB,1996,performance of future database systems bottlenecks and bonananzas,chaitanya k baru,839
53e9a3edb7602d9702d06168,The Structured Information Manager: A Database System for SGML Documents.,Ron Sacks-Davis,VLDB,1996,the structured information manager a database system for sgml documents,ron sacks davis,1816
53e99f57b7602d9702828e37,HOS-Miner: A System for Detecting Outlying Subspaces of High-dimensional Data.,"Ji Zhang, Meng Lou, Tok Wang Ling, Hai H. Wang",VLDB,2004,hos miner a system for detecting outlying subspaces of high dimensional data,ji zhang meng lou tok wang ling hai h wang,500
53e9a2c8b7602d9702bd1d84,A Novel Index Supporting High Volume Data Warehouse Insertion.,"Chris Jermaine, Anindya Datta, Edward Omiecinski",VLDB,1999,a novel index supporting high volume data warehouse insertion,chris jermaine anindya datta edward omiecinski,776
53e9ad18b7602d97036f6d04,Report from the First Workshop on Geo Sensor Networks.,"Silvia Nittel, Anthony Stefanidis, Isabel F. Cruz, Max J. Egenhofer, Dina Q. Goldin, A. Howard, Alexandros Labrinidis, Samuel Madden, Agnès Voisard, Michael F. Worboys",SIGMOD Record,2004,report from the first workshop on geo sensor networks,silvia nittel anthony stefanidis isabel f cruz max j egenhofer dina q goldin a howard alexandros labrinidis samuel madden agn s voisard michael f worboys,698
53e99db7b7602d970267466a,"Object-Relational Database Systems: Principles, Products, and Challenges (Tutorial).","Michael J. Carey, Nelson Mendonça Mattos, Anil Nori",SIGMOD Conference,1997,object relational database systems principles products and challenges tutorial,michael j carey nelson mendon a mattos anil nori,1060
53e99aa5b7602d970231e348,Miro Web: Integrating Multiple Data Sources through Semistructured Data Types.,"Luc Bouganim, Tatiana Chan-Sine-Ying, Tuyet-Tram Dang-Ngoc, Jean-Luc Darroux, Georges Gardarin, Fei Sha",VLDB,1999,miro web integrating multiple data sources through semistructured data types,luc bouganim tatiana chan sine ying tuyet tram dang ngoc jean luc darroux georges gardarin fei sha,1444
53e9bda6b7602d9704a53431,Workshop on Workflow Management in Scientific and Engineering Applications - Report.,"Richard McClatchey, Gottfried Vossen",SIGMOD Record,1997,workshop on workflow management in scientific and engineering applications report,richard mcclatchey gottfried vossen,2102
53e99ea7b7602d97027709e3,EXACT: An Extensible Approach to Active Object-Oriented Databases.,"Oscar Díaz, Arturo Jaime",VLDB J.,1997,exact an extensible approach to active object oriented databases,oscar d az arturo jaime,1314
53e9a88cb7602d97031d8bbd,Enterprise Java Platform Data Access.,"Seth J. White, R. G. G. Cattell, Sheldon J. Finkelstein",SIGMOD Conference,1998,enterprise java platform data access,seth j white r g g cattell sheldon j finkelstein,1045
53e9a1c3b7602d9702aba18f,QXtract: A Building Block for Efficient Information Extraction from Plain-Text Databases.,"Eugene Agichtein, Luis Gravano",SIGMOD Conference,2003,qxtract a building block for efficient information extraction from plain text databases,eugene agichtein luis gravano,1941
53e99b36b7602d97023d8d91,Panel: Querying Networked Databases.,"Nick Koudas, Divesh Srivastava",SIGMOD Conference,2003,panel querying networked databases,nick koudas divesh srivastava,1965
53e99bd4b7602d970247bdb3,Integrating Mining with Relational Database Systems: Alternatives and Implications.,"Sunita Sarawagi, Shiby Thomas, Rakesh Agrawal",SIGMOD Conference,1998,integrating mining with relational database systems alternatives and implications,sunita sarawagi shiby thomas rakesh agrawal,1728
53e9b4c4b7602d9703fe20a1,Supporting efficient multimedia database exploration.,"Wen-Syan Li, K. Selçuk Candan, Kyoji Hirata, Yoshinori Hara",VLDB J.,2001,supporting efficient multimedia database exploration,wen syan li k sel uk candan kyoji hirata yoshinori hara,1161
53e997bdb7602d9701fa8a78,TODS Reviewers.,Richard T. Snodgrass,SIGMOD Record,2003,tods reviewers,richard t snodgrass,379
53e9a31eb7602d9702c266ab,Parameterized Complexity for the Database Theorist.,Martin Grohe,SIGMOD Record,2002,parameterized complexity for the database theorist,martin grohe,631
53e9b8c7b7602d97044a6795,Mining the World Wide Web: An Information Search Approach - Book Review.,Aris M. Ouksel,SIGMOD Record,2002,mining the world wide web an information search approach book review,aris m ouksel,1524
53e9a508b7602d9702e266c0,An Adaptive Hybrid Server Architecture for Client Caching ODBMSs.,"Kaladhar Voruganti, M. Tamer Özsu, Ronald C. Unrau",VLDB,1999,an adaptive hybrid server architecture for client caching odbmss,kaladhar voruganti m tamer zsu ronald c unrau,1405
53e99aecb7602d9702373ecd,Toward network data independence.,Joseph M. Hellerstein,SIGMOD Record,2003,toward network data independence,joseph m hellerstein,375
53e9afacb7602d97039fb80e,A context-aware methodology for very small data base design.,"Cristiana Bolchini, Fabio A. Schreiber, Letizia Tanca",SIGMOD Record,2004,a context aware methodology for very small data base design,cristiana bolchini fabio a schreiber letizia tanca,122
53e9bb86b7602d97047cb68c,New Programs at DARPA and NSF.,Xiaolei Qian,SIGMOD Record,1996,new programs at darpa and nsf,xiaolei qian,2090
53e9ab2cb7602d97034ba1f9,Accessibility of the Database Literature.,Richard T. Snodgrass,SIGMOD Record,2001,accessibility of the database literature,richard t snodgrass,865
53e9bc21b7602d970488dcdb,Olympic Records for Data at the 1998 Nagano Games.,Edwin R. Lassettre,SIGMOD Conference,1998,olympic records for data at the 1998 nagano games,edwin r lassettre,750
53e9b48fb7602d9703f97a70,Review - Mining Association Rules between Sets of Items in Large Databases.,Philip S. Yu,ACM SIGMOD Digital Review,1999,review mining association rules between sets of items in large databases,philip s yu,1662
53e9a751b7602d970308c5f4,The Mariposa Distributed Database Management System.,Jeff Sidell,SIGMOD Record,1996,the mariposa distributed database management system,jeff sidell,691
53e9a711b7602d9703045fde,Securing XML Documents: the Author-X Project Demonstration.,"Elisa Bertino, Silvana Castano, Elena Ferrari",SIGMOD Conference,2001,securing xml documents the author x project demonstration,elisa bertino silvana castano elena ferrari,1746
53e9ba0bb7602d970460aba7,Sleepers and Workaholics: Caching Strategies in Mobile Environments,"Daniel Barbará, Tomasz Imielinski",VLDB J.,1995,sleepers and workaholics caching strategies in mobile environments,daniel barbar tomasz imielinski,2039
53e9ad98b7602d97037934c5,Review - The Database Language GEM.,Michael J. Carey,ACM SIGMOD Digital Review,1999,review the database language gem,michael j carey,1688
53e9a46ab7602d9702d85885,CIRQuL - Complex Information Retrieval Query Language.,Vojkan Mihajlovic,VLDB PhD Workshop,2003,cirqul complex information retrieval query language,vojkan mihajlovic,831
53e9ad87b7602d9703780a0d,Business Data Management for B2B Electronic Commerce.,"Christoph Quix, Mareike Schoop, Manfred A. Jeusfeld",SIGMOD Record,2002,business data management for b2b electronic commerce,christoph quix mareike schoop manfred a jeusfeld,129
53e9a1b6b7602d9702aacec2,Database Architecture Optimized for the New Bottleneck: Memory Access.,"Peter A. Boncz, Stefan Manegold, Martin L. Kersten",VLDB,1999,database architecture optimized for the new bottleneck memory access,peter a boncz stefan manegold martin l kersten,1088
53e9afb3b7602d9703a008d3,Logic-based Web Information Extraction.,"Georg Gottlob, Christoph Koch",SIGMOD Record,2004,logic based web information extraction,georg gottlob christoph koch,408
53e9abc5b7602d9703578ecd,XML and Information Retrieval: a SIGIR 2000 Workshop.,"David Carmel, Yoëlle S. Maarek, Aya Soffer",SIGMOD Record,2001,xml and information retrieval a sigir 2000 workshop,david carmel yo lle s maarek aya soffer,259
53e9a238b7602d9702b413fb,XML and Electronic Commerce: Enabling the Network Economy.,"Bart Meltzer, Robert J. Glushko",SIGMOD Record,1998,xml and electronic commerce enabling the network economy,bart meltzer robert j glushko,118
53e9b828b7602d97043deca1,HiFi: A Unified Architecture for High Fan-in Systems.,"Owen Cooper, Anil Edakkunni, Michael J. Franklin, Wei Hong, Shawn R. Jeffery, Sailesh Krishnamurthy, Frederick Reiss, Shariq Rizvi, Eugene Wu 0002",VLDB,2004,hifi a unified architecture for high fan in systems,owen cooper anil edakkunni michael j franklin wei hong shawn r jeffery sailesh krishnamurthy frederick reiss shariq rizvi eugene wu 0002,1085
53e99960b7602d97021a1078,Review - Temporal Data Management Systems: A Comparative View.,Richard T. Snodgrass,ACM SIGMOD Digital Review,2000,review temporal data management systems a comparative view,richard t snodgrass,1619
53e9a171b7602d9702a62efb,"Title, Foreword, VLDB Journal to be published electronically, Index Vol. 4","",VLDB J.,1995,title foreword vldb journal to be published electronically index vol 4,"",1197
53e99ab2b7602d970232d097,Foreword to Volume 1,Richard T. Snodgrass,ACM SIGMOD Anthology,1999,foreword to volume 1,richard t snodgrass,339
53e9a61fb7602d9702f4dfed,An Approximate Search Engine for Structural Databases.,"Jason Tsong-Li Wang, Xiong Wang, Dennis Shasha, Bruce A. Shapiro, Kaizhong Zhang, Xinhuan Zheng, Qicheng Ma, Zasha Weinberg",SIGMOD Conference,2000,an approximate search engine for structural databases,jason tsong li wang xiong wang dennis shasha bruce a shapiro kaizhong zhang xinhuan zheng qicheng ma zasha weinberg,1797
53e9b408b7602d9703efb84c,Value-cognizant Speculative Concurrency Control.,"Azer Bestavros, Spyridon Braoudakis",VLDB,1995,value cognizant speculative concurrency control,azer bestavros spyridon braoudakis,1845
53e9acf0b7602d97036cea0f,Primitives for Workload Summarization and Implications for SQL.,"Surajit Chaudhuri, Prasanna Ganesan, Vivek R. Narasayya",VLDB,2003,primitives for workload summarization and implications for sql,surajit chaudhuri prasanna ganesan vivek r narasayya,1121
53e9acc4b7602d970369fcba,S-ToPSS: Semantic Toronto Publish/Subscribe System.,"Milenko Petrovic, Ioana Burcea, Hans-Arno Jacobsen",VLDB,2003,s topss semantic toronto publish subscribe system,milenko petrovic ioana burcea hans arno jacobsen,1573
53e9b76eb7602d97043135a6,"Declarative Data Cleaning: Language, Model, and Algorithms.","Helena Galhardas, Daniela Florescu, Dennis Shasha, Eric Simon, Cristian-Augustin Saita",VLDB,2001,declarative data cleaning language model and algorithms,helena galhardas daniela florescu dennis shasha eric simon cristian augustin saita,1876
53e9b4abb7602d9703fba31d,ORDPATHs: Insert-Friendly XML Node Labels.,"Patrick E. O'Neil, Elizabeth J. O'Neil, Shankar Pal, Istvan Cseri, Gideon Schaller, Nigel Westbury",SIGMOD Conference,2004,ordpaths insert friendly xml node labels,patrick e o neil elizabeth j o neil shankar pal istvan cseri gideon schaller nigel westbury,1348
53e9b365b7602d9703e41ee0,Building Dynamic Application Networks with Web Services.,Matthew Mihic,SIGMOD Conference,2004,building dynamic application networks with web services,matthew mihic,1477
53e99796b7602d9701f5cf1f,Guest editorial.,"Amr El Abbadi, Gunter Schlageter, Kyu-Young Whang",VLDB J.,2001,guest editorial,amr el abbadi gunter schlageter kyu young whang,1277
53e99ec3b7602d970278b223,Linear Road: A Stream Data Management Benchmark.,"Arvind Arasu, Mitch Cherniack, Eduardo F. Galvez, David Maier, Anurag Maskey, Esther Ryvkina, Michael Stonebraker, Richard Tibbetts",VLDB,2004,linear road a stream data management benchmark,arvind arasu mitch cherniack eduardo f galvez david maier anurag maskey esther ryvkina michael stonebraker richard tibbetts,1439
53e9b49ab7602d9703fa34b8,Review - Access Path Selection in a Relational Database Management System.,Laura M. Haas,ACM SIGMOD Digital Review,1999,review access path selection in a relational database management system,laura m haas,1653
53e9b422b7602d9703f1c3a1,Towards Data Mining Benchmarking: A Testbed for Performance Study of Frequent Pattern Mining.,"Jian Pei, Runying Mao, Kan Hu, Hua Zhu",SIGMOD Conference,2000,towards data mining benchmarking a testbed for performance study of frequent pattern mining,jian pei runying mao kan hu hua zhu,1722
53e9a1edb7602d9702aee572,Managing Video Data in a Mobile Environment.,"Rafael Alonso, Yuh-Lin Chang, Liviu Iftode, V. S. Mani",SIGMOD Record,1995,managing video data in a mobile environment,rafael alonso yuh lin chang liviu iftode v s mani,418
53e9a67cb7602d9702fb0492,From the Guest Editors - Special Section on Data Management Issues in Mobile Computing.,"Margaret H. Dunham, Abdelsalam Helal",SIGMOD Record,1995,from the guest editors special section on data management issues in mobile computing,margaret h dunham abdelsalam helal,373
53e9b2d7b7602d9703d88217,"Active Storage Hierarchy, Database Systems and Applications - Socratic Exegesis.","Felipe Cariño, William O'Connell, John Burgess, Joel H. Saltz",VLDB,1999,active storage hierarchy database systems and applications socratic exegesis,felipe cari o william o connell john burgess joel h saltz,440
53e9b017b7602d9703a6f520,Handling Very Large Databases with Informix Extended Parallel Server.,Andreas Weininger,SIGMOD Conference,2000,handling very large databases with informix extended parallel server,andreas weininger,1338
53e9b998b7602d9704589165,Review - Out of Their Minds: The Lives and Discoveries of 15 Great Computer Scientists.,Richard T. Snodgrass,ACM SIGMOD Digital Review,2000,review out of their minds the lives and discoveries of 15 great computer scientists,richard t snodgrass,1658
53e9b93eb7602d9704527141,Fast Computation of Database Operations using Graphics Processors.,"Naga K. Govindaraju, Brandon Lloyd, Wei Wang 0010, Ming C. Lin, Dinesh Manocha",SIGMOD Conference,2004,fast computation of database operations using graphics processors,naga k govindaraju brandon lloyd wei wang 0010 ming c lin dinesh manocha,1475
53e9a813b7602d970315a659,Holistic twig joins: optimal XML pattern matching.,"Nicolas Bruno, Nick Koudas, Divesh Srivastava",SIGMOD Conference,2002,holistic twig joins optimal xml pattern matching,nicolas bruno nick koudas divesh srivastava,1985
53e9b755b7602d97042f6ecf,Time Series Similarity Measures and Time Series Indexing.,"Dimitrios Gunopulos, Gautam Das",SIGMOD Conference,2001,time series similarity measures and time series indexing,dimitrios gunopulos gautam das,1964
53e9b310b7602d9703dd84b6,Generating Dynamic Content at Database-Backed Web Servers: cgi-bin vs. mod_perl.,"Alexandros Labrinidis, Nick Roussopoulos",SIGMOD Record,2000,generating dynamic content at database backed web servers cgi bin vs mod perl,alexandros labrinidis nick roussopoulos,400
53e9b87fb7602d9704450fba,Fast Evaluation Techniques for Complex Similarity Queries.,"Klemens Böhm, Michael Mlivoncic, Hans-Jörg Schek, Roger Weber",VLDB,2001,fast evaluation techniques for complex similarity queries,klemens b hm michael mlivoncic hans j rg schek roger weber,1817
53e9b86db7602d970443619d,"Opportunities at ARPA, NSF, and Elsewhere",Xiaolei Qian,SIGMOD Record,1995,opportunities at arpa nsf and elsewhere,xiaolei qian,2116
53e9ae05b7602d97038138b6,Clotho: Decoupling memory page layout from storage organization.,"Minglong Shao, Jiri Schindler, Steven W. Schlosser, Anastassia Ailamaki, Gregory R. Ganger",VLDB,2004,clotho decoupling memory page layout from storage organization,minglong shao jiri schindler steven w schlosser anastassia ailamaki gregory r ganger,478
53e9a3b9b7602d9702cc7d05,Review - Data Mining: An Overview from a Database Perspective.,Elisa Bertino,ACM SIGMOD Digital Review,2000,review data mining an overview from a database perspective,elisa bertino,1684
53e997b9b7602d9701f9ec80,Implementing XQuery.,Paul Cotton,SIGMOD Conference,2002,implementing xquery,paul cotton,920
53e9aed8b7602d9703903d98,Integration of Data Mining with Database Technology.,"Amir Netz, Surajit Chaudhuri, Jeff Bernhardt, Usama M. Fayyad",VLDB,2000,integration of data mining with database technology,amir netz surajit chaudhuri jeff bernhardt usama m fayyad,2014
53e9ab31b7602d97034bad80,Architecture of Oracle Parallel Server.,"Roger Bamford, D. Butler, Boris Klots, N. MacNaughton",VLDB,1998,architecture of oracle parallel server,roger bamford d butler boris klots n macnaughton,236
53e9a41cb7602d9702d38bb4,WinMagic : Subquery Elimination Using Window Aggregation.,"Calisto Zuzarte, Hamid Pirahesh, Wenbin Ma, Qi Cheng, Linqi Liu, Kwai Wong",SIGMOD Conference,2003,winmagic subquery elimination using window aggregation,calisto zuzarte hamid pirahesh wenbin ma qi cheng linqi liu kwai wong,1977
53e9ba84b7602d97046a87e9,Semantically Enriched Web Services for the Travel Industry.,"Asuman Dogac, Yildiray Kabak, Gokce Laleci, Siyamed S. Sinir, Ali Yildiz, Serkan Kirbas, Yavuz Gurcan",SIGMOD Record,2004,semantically enriched web services for the travel industry,asuman dogac yildiray kabak gokce laleci siyamed s sinir ali yildiz serkan kirbas yavuz gurcan,2109
53e9ae63b7602d970387e5fb,Buffering Database Operations for Enhanced Instruction Cache Performance.,"Jingren Zhou, Kenneth A. Ross",SIGMOD Conference,2004,buffering database operations for enhanced instruction cache performance,jingren zhou kenneth a ross,763
53e9a22bb7602d9702b305af,Comparing Data Streams Using Hamming Norms (How to Zero In).,"Graham Cormode, Mayur Datar, Piotr Indyk, S. Muthukrishnan",VLDB,2002,comparing data streams using hamming norms how to zero in,graham cormode mayur datar piotr indyk s muthukrishnan,1849
53e9b3c7b7602d9703eb1c5b,Review - Querying Multiple Features of Groups in Relational Databases.,Divesh Srivastava,ACM SIGMOD Digital Review,2000,review querying multiple features of groups in relational databases,divesh srivastava,1661
53e9a3f4b7602d9702d08fe0,A Cost Model for Clustered Object-Oriented Databases.,"Georges Gardarin, Jean-Robert Gruser, Zhao-Hui Tang",VLDB,1995,a cost model for clustered object oriented databases,georges gardarin jean robert gruser zhao hui tang,1836
