paperId_acm,title_acm,authors_acm,venue_acm,year_acm,cleaned_title_acm,cleaned_authors_acm,index_acm
53909f8c20f70186a0e401e1,PIVOT and UNPIVOT: optimization and execution strategies in an RDBMS,"Conor Cunningham, César A. Galindo-Legaria, Goetz Graefe",VLDB '04 Proceedings of the Thirtieth international conference on Very large data bases - Volume 30,2004,pivot and unpivot optimization and execution strategies in an rdbms,conor cunningham c sar a galindo legaria goetz graefe,631
53908d6520f70186a0dd1a19,XPath queries on streaming data,"Feng Peng, Sudarshan S. Chawathe",Proceedings of the 2003 ACM SIGMOD international conference on Management of data,2003,xpath queries on streaming data,feng peng sudarshan s chawathe,2733
558f35580cf222bc17bc1a3d,Reminiscences on Influential Papers,Kenneth A. Ross,ACM SIGMOD Record,2000,reminiscences on influential papers,kenneth a ross,1897
5390981d20f70186a0e049a2,Specification and verification of data-driven web services,"Alin Deutsch, Liying Sui, Victor Vianu",PODS '04 Proceedings of the twenty-third ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems,2004,specification and verification of data driven web services,alin deutsch liying sui victor vianu,248
5390881220f70186a0d7e322,Minimization of tree pattern queries,"Sihem Amer-Yahia, SungRan Cho, Laks V. S. Lakshmanan, Divesh Srivastava",SIGMOD '01 Proceedings of the 2001 ACM SIGMOD international conference on Management of data,2001,minimization of tree pattern queries,sihem amer yahia sungran cho laks v s lakshmanan divesh srivastava,1647
53908b4920f70186a0dbbf87,Maintaining time-decaying stream aggregates,"Edith Cohen, Martin Strauss",Proceedings of the twenty-second ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems,2003,maintaining time decaying stream aggregates,edith cohen martin strauss,2663
53908a9620f70186a0da4da1,Modeling Design Versions,"R. Ramakrishnan, D. Janaki Ram",VLDB '96 Proceedings of the 22th International Conference on Very Large Data Bases,1996,modeling design versions,r ramakrishnan d janaki ram,2335
53908a9620f70186a0da4ce9,L/MRP: A Buffer Management Strategy for Interactive Continuous Data Flows in a Multimedia DBMS,"Frank Moser, Achim Kraiss, Wolfgang Klas",VLDB '95 Proceedings of the 21th International Conference on Very Large Data Bases,1995,l mrp a buffer management strategy for interactive continuous data flows in a multimedia dbms,frank moser achim kraiss wolfgang klas,2302
53908a7420f70186a0da45d6,Atomicity versus Anonymity: Distributed Transactions for Electronic Commerce,J. D. Tygar,VLDB '98 Proceedings of the 24rd International Conference on Very Large Data Bases,1998,atomicity versus anonymity distributed transactions for electronic commerce,j d tygar,2085
53909f6920f70186a0e3a9b4,An efficient method for performing record deletions and updates using index scans,C. Mohan,VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases,2002,an efficient method for performing record deletions and updates using index scans,c mohan,332
53908a7420f70186a0da45c3,Bulk-Loading Techniques for Object Databases and an Application to Relational Data,"Sihem Amer-Yahia, Sophie Cluet, Claude Delobel",VLDB '98 Proceedings of the 24rd International Conference on Very Large Data Bases,1998,bulk loading techniques for object databases and an application to relational data,sihem amer yahia sophie cluet claude delobel,2077
539087d920f70186a0d5ff81,Hot mirroring: a method of hiding parity update penalty and degradation during rebuilds for RAID5,"Kazuhiko Mogi, Masaru Kitsuregawa",SIGMOD '96 Proceedings of the 1996 ACM SIGMOD international conference on Management of data,1996,hot mirroring a method of hiding parity update penalty and degradation during rebuilds for raid5,kazuhiko mogi masaru kitsuregawa,839
5390979920f70186a0dffb8b,NESTREAM: querying nested streams,"Damianos Chatziantoniou, Achilleas Anagnostopoulos",ACM SIGMOD Record,2004,nestream querying nested streams,damianos chatziantoniou achilleas anagnostopoulos,190
5390980720f70186a0e01e3b,Ontologies and semantics for seamless connectivity,"Michael Uschold, Michael Gruninger",ACM SIGMOD Record,2004,ontologies and semantics for seamless connectivity,michael uschold michael gruninger,213
5390881220f70186a0d7e29e,XML with data values: typechecking revisited,"Noga Alon, Tova Milo, Frank Neven, Dan Suciu, Victor Vianu",PODS '01 Proceedings of the twentieth ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems,2001,xml with data values typechecking revisited,noga alon tova milo frank neven dan suciu victor vianu,1596
539089ab20f70186a0d96af2,Treasurer's message,Joachim Hammer,ACM SIGMOD Record,2002,treasurer s message,joachim hammer,1882
53908a9620f70186a0da4e33,Incremental Maintenance of Externally Materialized Views,"Martin Staudt, Matthias Jarke",VLDB '96 Proceedings of the 22th International Conference on Very Large Data Bases,1996,incremental maintenance of externally materialized views,martin staudt matthias jarke,2359
53909f6920f70186a0e3a99d,A logical framework for scheduling workflows under resource allocation constraints,"Pinar Senkul, Michael Kifer, Ismail H. Toroslu",VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases,2002,a logical framework for scheduling workflows under resource allocation constraints,pinar senkul michael kifer ismail h toroslu,364
539087d920f70186a0d5ff9d,Materialized view maintenance and integrity constraint checking: trading space for time,"Kenneth A. Ross, Divesh Srivastava, S. Sudarshan",SIGMOD '96 Proceedings of the 1996 ACM SIGMOD international conference on Management of data,1996,materialized view maintenance and integrity constraint checking trading space for time,kenneth a ross divesh srivastava s sudarshan,873
53908a9620f70186a0da4d7c,OPOSSUM: Desk-Top Schema Management through Customizable Visualization,"Eben M. Haber, Yannis E. Ioannidis, Miron Livny",VLDB '95 Proceedings of the 21th International Conference on Very Large Data Bases,1995,opossum desk top schema management through customizable visualization,eben m haber yannis e ioannidis miron livny,2415
558f43910cf254cfc0b1d415,ACM SIGMOD Record,Michael Franklin,ACM SIGMOD Record,2000,acm sigmod record,michael franklin,1567
539087e120f70186a0d665fb,Database systems—breaking out of the box,"Avi Silberschatz, Stan Zdonik",ACM SIGMOD Record,1997,database systems breaking out of the box,avi silberschatz stan zdonik,1023
53908a7420f70186a0da45db,Microsoft English Query 7.5: Automatic Extraction of Semantics from Relational Databases and OLAP Cubes,Adam Blum,VLDB '99 Proceedings of the 25th International Conference on Very Large Data Bases,1999,microsoft english query 7 5 automatic extraction of semantics from relational databases and olap cubes,adam blum,2088
5390882d20f70186a0d8dab9,Partial results for online query processing,"Vijayshankar Raman, Joseph M. Hellerstein",Proceedings of the 2002 ACM SIGMOD international conference on Management of data,2002,partial results for online query processing,vijayshankar raman joseph m hellerstein,1836
5390881220f70186a0d7e2ba,Process locking: a protocol based on ordered shared locks for the execution of transactional processes,Heiko Schuldt,PODS '01 Proceedings of the twentieth ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems,2001,process locking a protocol based on ordered shared locks for the execution of transactional processes,heiko schuldt,1608
53908b4920f70186a0dbabf1,Structured document storage and refined declarative and navigational access mechanisms in HyperStorM,"Klemens B&#246/hm, Karl Aberer, Erich J. Neuhold, Xiaoya Yang",The VLDB Journal — The International Journal on Very Large Data Bases,1997,structured document storage and refined declarative and navigational access mechanisms in hyperstorm,klemens b 246 hm karl aberer erich j neuhold xiaoya yang,2570
539087d920f70186a0d5ff88,Partition based spatial-merge join,"Jignesh M. Patel, David J. DeWitt",SIGMOD '96 Proceedings of the 1996 ACM SIGMOD international conference on Management of data,1996,partition based spatial merge join,jignesh m patel david j dewitt,846
53908a9620f70186a0da4ed3,A Foundation for Multi-dimensional Databases,"Marc Gyssens, Laks V. S. Lakshmanan",VLDB '97 Proceedings of the 23rd International Conference on Very Large Data Bases,1997,a foundation for multi dimensional databases,marc gyssens laks v s lakshmanan,2432
53909f8c20f70186a0e4021d,QStream: deterministic querying of data streams,"Sven Schmidt, Henrike Berthold, Wolfgang Lehner",VLDB '04 Proceedings of the Thirtieth international conference on Very large data bases - Volume 30,2004,qstream deterministic querying of data streams,sven schmidt henrike berthold wolfgang lehner,606
53908a9620f70186a0da4ed8,Multiple-View Self-Maintenance in Data Warehousing Environments,Nam Huyn,VLDB '97 Proceedings of the 23rd International Conference on Very Large Data Bases,1997,multiple view self maintenance in data warehousing environments,nam huyn,2399
53908a7420f70186a0da447d,Efficient Testing of High Performance Transaction Processing Systems,"D. Wildfogel, Ramana Yerneni",VLDB '97 Proceedings of the 23rd International Conference on Very Large Data Bases,1997,efficient testing of high performance transaction processing systems,d wildfogel ramana yerneni,1999
558f43100cf23ca8fdc46c5f,ACM SIGMOD Record,Michael Franklin,ACM SIGMOD Record,1998,acm sigmod record,michael franklin,1072
53908a9620f70186a0da4da2,Scalablity and Availability in Oracle7 7.3,Dieter Gawlick,VLDB '96 Proceedings of the 22th International Conference on Very Large Data Bases,1996,scalablity and availability in oracle7 7 3,dieter gawlick,2377
5390880220f70186a0d75f10,NiagaraCQ: a scalable continuous query system for Internet databases,"Jianjun Chen, David J. DeWitt, Feng Tian, Yuan Wang",SIGMOD '00 Proceedings of the 2000 ACM SIGMOD international conference on Management of data,2000,niagaracq a scalable continuous query system for internet databases,jianjun chen david j dewitt feng tian yuan wang,1501
558fe4a80cf2e9668dc4c9d6,ACM SIGMOD Record,Michael Franklin,ACM SIGMOD Record,1999,acm sigmod record,michael franklin,1414
53908b4920f70186a0dbb082,An authorization system for digital libraries,"E. Ferrari, N.R. Adam, V. Atluri, E. Bertino, U. Capuozzo",The VLDB Journal — The International Journal on Very Large Data Bases,2002,an authorization system for digital libraries,e ferrari n r adam v atluri e bertino u capuozzo,2619
539087e720f70186a0d68b6f,Mining fuzzy association rules in databases,"Chan Man Kuok, Ada Fu, Man Hon Wong",ACM SIGMOD Record,1998,mining fuzzy association rules in databases,chan man kuok ada fu man hon wong,1080
53908b4920f70186a0dbabe1,Dictionary-based order-preserving string compression,Gennady Antoshenkov,The VLDB Journal — The International Journal on Very Large Data Bases,1997,dictionary based order preserving string compression,gennady antoshenkov,2558
53908a9620f70186a0da47d4,FALCON: Feedback Adaptive Loop for Content-Based Retrieval,"Leejay Wu, Christos Faloutsos, Katia P. Sycara, Terry R. Payne",VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,falcon feedback adaptive loop for content based retrieval,leejay wu christos faloutsos katia p sycara terry r payne,2220
539087e720f70186a0d6969d,Xmas: an extensible main-memory storage system for high-performance applications,"Jang Ho Park, Yong Sik Kwon, Ki Hong Kim, Sang Ho Lee, Byoung Dae Park, Sang Kyun Cha",SIGMOD '98 Proceedings of the 1998 ACM SIGMOD international conference on Management of data,1998,xmas an extensible main memory storage system for high performance applications,jang ho park yong sik kwon ki hong kim sang ho lee byoung dae park sang kyun cha,1203
53908b4920f70186a0dbabe8,Concurrency control in hierarchical multidatabase systems,"Sharad Mehrotra, Henry F. Korth, Avi Silberschatz",The VLDB Journal — The International Journal on Very Large Data Bases,1997,concurrency control in hierarchical multidatabase systems,sharad mehrotra henry f korth avi silberschatz,2561
5390880220f70186a0d75f14,Efficient algorithms for mining outliers from large data sets,"Sridhar Ramaswamy, Rajeev Rastogi, Kyuseok Shim",SIGMOD '00 Proceedings of the 2000 ACM SIGMOD international conference on Management of data,2000,efficient algorithms for mining outliers from large data sets,sridhar ramaswamy rajeev rastogi kyuseok shim,1503
539087d420f70186a0d5df41,Temporal conditions and integrity constraints in active database systems,"A. Prasad Sistla, Ouri Wolfson",SIGMOD '95 Proceedings of the 1995 ACM SIGMOD international conference on Management of data,1995,temporal conditions and integrity constraints in active database systems,a prasad sistla ouri wolfson,791
539087f320f70186a0d6f88e,Bringing object-relational technology to the mainstream,"Vishu Krishnamurthy, Sandeepan Banerjee, Anil Nori",SIGMOD '99 Proceedings of the 1999 ACM SIGMOD international conference on Management of data,1999,bringing object relational technology to the mainstream,vishu krishnamurthy sandeepan banerjee anil nori,1347
539087d420f70186a0d5df67,"Workflow automation: applications, technology and research",Amit Sheth,SIGMOD '95 Proceedings of the 1995 ACM SIGMOD international conference on Management of data,1995,workflow automation applications technology and research,amit sheth,800
53909f8c20f70186a0e3fe48,A shrinking-based approach for multi-dimensional data analysis,"Yong Shi, Yuqing Song, Aidong Zhang",VLDB '03 Proceedings of the 29th international conference on Very large data bases - Volume 29,2003,a shrinking based approach for multi dimensional data analysis,yong shi yuqing song aidong zhang,403
539087e720f70186a0d69353,An expressive language for linear spatial database queries,"Luc Vandeurzen, Marc Gyssens, Dirk Van Gucht",PODS '98 Proceedings of the seventeenth ACM SIGACT-SIGMOD-SIGART symposium on Principles of database systems,1998,an expressive language for linear spatial database queries,luc vandeurzen marc gyssens dirk van gucht,1099
5390882d20f70186a0d8dad5,Mid-tier caching: the TimesTen approach,The TimesTen Team,Proceedings of the 2002 ACM SIGMOD international conference on Management of data,2002,mid tier caching the timesten approach,the timesten team,1812
539087d920f70186a0d60e51,Chasing constrained tuple-generating dependencies,"Michael J. Maher, Divesh Srivastava",PODS '96 Proceedings of the fifteenth ACM SIGACT-SIGMOD-SIGART symposium on Principles of database systems,1996,chasing constrained tuple generating dependencies,michael j maher divesh srivastava,899
53908d6520f70186a0dd19fd,Rights protection for relational data,"Radu Sion, Mikhail Atallah, Sunil Prabhakar",Proceedings of the 2003 ACM SIGMOD international conference on Management of data,2003,rights protection for relational data,radu sion mikhail atallah sunil prabhakar,2708
539087fe20f70186a0d75e44,Computational aspects of resilient data extraction from semistructured sources (extended abstract),"Hasan Davulcu, Guizhen Yang, Michael Kifer, I. V. Ramakrishnan",PODS '00 Proceedings of the nineteenth ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems,2000,computational aspects of resilient data extraction from semistructured sources extended abstract,hasan davulcu guizhen yang michael kifer i v ramakrishnan,1422
539087f320f70186a0d70ad0,Video anywhere: a system for searching and managing distributed heterogeneous video assets,"Amit Sheth, Clemens Bertram, Kshitij Shah",ACM SIGMOD Record,1999,video anywhere a system for searching and managing distributed heterogeneous video assets,amit sheth clemens bertram kshitij shah,1398
53908b2a20f70186a0db90ac,Large Databases for Remote Sensing and GIS,A. R. Dasgupta,VLDB '96 Proceedings of the 22th International Conference on Very Large Data Bases,1996,large databases for remote sensing and gis,a r dasgupta,2475
53909f8c20f70186a0e40209,Efficient constraint processing for highly personalized location based services,"Zhengdao Xu, Hans-Arno Jacobsen",VLDB '04 Proceedings of the Thirtieth international conference on Very large data bases - Volume 30,2004,efficient constraint processing for highly personalized location based services,zhengdao xu hans arno jacobsen,623
539087f320f70186a0d6f7ad,Window-accumulated subsequence matching problem is linear,"Luc Boasson, Patrick Cegielski, Irène Guessarian, Yuri Matiyasevich",PODS '99 Proceedings of the eighteenth ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems,1999,window accumulated subsequence matching problem is linear,luc boasson patrick cegielski ir ne guessarian yuri matiyasevich,1260
5390882420f70186a0d890ab,Least expected cost query optimization: what can we expect?,"Francis Chu, Joseph Halpern, Johannes Gehrke",Proceedings of the twenty-first ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems,2002,least expected cost query optimization what can we expect,francis chu joseph halpern johannes gehrke,1776
5390882d20f70186a0d8dad6,Web caching for database applications with Oracle Web Cache,"Jesse Anton, Lawrence Jacobs, Xiang Liu, Jordan Parker, Zheng Zeng, Tie Zhong",Proceedings of the 2002 ACM SIGMOD international conference on Management of data,2002,web caching for database applications with oracle web cache,jesse anton lawrence jacobs xiang liu jordan parker zheng zeng tie zhong,1821
539087e720f70186a0d69349,A new framework for itemset generation,"Charu C. Aggarwal, Philip S. Yu",PODS '98 Proceedings of the seventeenth ACM SIGACT-SIGMOD-SIGART symposium on Principles of database systems,1998,a new framework for itemset generation,charu c aggarwal philip s yu,1091
53909f8c20f70186a0e40219,SVT: schema validation tool for microsoft SQL-server,"Ernest Teniente, Carles Farré, Toni Urpí, Carlos Beltrán, David Gañán",VLDB '04 Proceedings of the Thirtieth international conference on Very large data bases - Volume 30,2004,svt schema validation tool for microsoft sql server,ernest teniente carles farr toni urp carlos beltr n david ga n,609
539087f320f70186a0d6f89c,The need for distributed asynchronous transactions,"Lyman Do, Prabhu Ram, Pamela Drew",SIGMOD '99 Proceedings of the 1999 ACM SIGMOD international conference on Management of data,1999,the need for distributed asynchronous transactions,lyman do prabhu ram pamela drew,1320
53908b4920f70186a0dbbf72,E-services: a look behind the curtain,"Richard Hull, Michael Benedikt, Vassilis Christophides, Jianwen Su",Proceedings of the twenty-second ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems,2003,e services a look behind the curtain,richard hull michael benedikt vassilis christophides jianwen su,2671
53909f6920f70186a0e3a986,Adaptive index structures,"Yufei Tao, Dimitris Papadias",VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases,2002,adaptive index structures,yufei tao dimitris papadias,287
539087d420f70186a0d5df0c,Efficient optimistic concurrency control using loosely synchronized clocks,"Atul Adya, Robert Gruber, Barbara Liskov, Umesh Maheshwari",SIGMOD '95 Proceedings of the 1995 ACM SIGMOD international conference on Management of data,1995,efficient optimistic concurrency control using loosely synchronized clocks,atul adya robert gruber barbara liskov umesh maheshwari,747
53908a9620f70186a0da4879,Computing Geographical Scopes of Web Resources,"Junyan Ding, Luis Gravano, Narayanan Shivakumar",VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,computing geographical scopes of web resources,junyan ding luis gravano narayanan shivakumar,2260
5390882d20f70186a0d8daac,APEX: an adaptive path index for XML data,"Chin-Wan Chung, Jun-Ki Min, Kyuseok Shim",Proceedings of the 2002 ACM SIGMOD international conference on Management of data,2002,apex an adaptive path index for xml data,chin wan chung jun ki min kyuseok shim,1843
53908a7420f70186a0da4478,Fast Computation of Sparse Datacubes,"Kenneth A. Ross, Divesh Srivastava",VLDB '97 Proceedings of the 23rd International Conference on Very Large Data Bases,1997,fast computation of sparse datacubes,kenneth a ross divesh srivastava,2014
53908a9620f70186a0da47cc,Push Technology Personalization through Event Correlation,"Asaf Adi, David Botzer, Opher Etzion, Tali Yatzkar-Haham",VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,push technology personalization through event correlation,asaf adi david botzer opher etzion tali yatzkar haham,2240
53909f8c20f70186a0e401d1,Approximate NN queries on streams with guaranteed error/performance bounds,"Nick Koudas, Beng Chin Ooi, Kian-Lee Tan, Rui Zhang",VLDB '04 Proceedings of the Thirtieth international conference on Very large data bases - Volume 30,2004,approximate nn queries on streams with guaranteed error performance bounds,nick koudas beng chin ooi kian lee tan rui zhang,596
5390881220f70186a0d7e32d,Catalog management in websphere commerce suite,Thomas Maguire,SIGMOD '01 Proceedings of the 2001 ACM SIGMOD international conference on Management of data,2001,catalog management in websphere commerce suite,thomas maguire,1672
53908b4920f70186a0dbb0a0,Designing wrapper components for e-services in integrating heterogeneous systems,"Massimo Mecella, Barbara Pernici",The VLDB Journal — The International Journal on Very Large Data Bases,2001,designing wrapper components for e services in integrating heterogeneous systems,massimo mecella barbara pernici,2630
539087f320f70186a0d6f797,Open problems in electronic commerce,J. D. Tygar,PODS '99 Proceedings of the eighteenth ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems,1999,open problems in electronic commerce,j d tygar,1273
539089ab20f70186a0d96f5a,On database theory and XML,Dan Suciu,ACM SIGMOD Record,2001,on database theory and xml,dan suciu,1905
5390882d20f70186a0d8dada,Rainbow: mapping-driven XQuery processing system,"Xin Zhang, Mukesh Mulchandani, Steffen Christ, Brian Murphy, Elke A. Rundensteiner",Proceedings of the 2002 ACM SIGMOD international conference on Management of data,2002,rainbow mapping driven xquery processing system,xin zhang mukesh mulchandani steffen christ brian murphy elke a rundensteiner,1816
53909f6920f70186a0e3a9a0,Processing star queries on hierarchically-clustered fact tables,"Nikos Karayannidis, Aris Tsois, Timos Sellis, Roland Pieringer, Volker Markl, Frank Ramsak, Robert Fenk, Klaus Elhardt, Rudolf Bayer",VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases,2002,processing star queries on hierarchically clustered fact tables,nikos karayannidis aris tsois timos sellis roland pieringer volker markl frank ramsak robert fenk klaus elhardt rudolf bayer,316
539087cf20f70186a0d5b52f,Multi-table joins through bitmapped join indices,"Patrick O'Neil, Goetz Graefe",ACM SIGMOD Record,1995,multi table joins through bitmapped join indices,patrick o neil goetz graefe,678
53908a9620f70186a0da4722,Semantic Compression and Pattern Extraction with Fascicles,"H. V. Jagadish, J. Madar, Raymond T. Ng",VLDB '99 Proceedings of the 25th International Conference on Very Large Data Bases,1999,semantic compression and pattern extraction with fascicles,h v jagadish j madar raymond t ng,2179
53908a7420f70186a0da4491,Parallel Algorithms for High-dimensional Similarity Joins for Data Mining Applications,"John C. Shafer, Rakesh Agrawal",VLDB '97 Proceedings of the 23rd International Conference on Very Large Data Bases,1997,parallel algorithms for high dimensional similarity joins for data mining applications,john c shafer rakesh agrawal,2013
53909f6920f70186a0e3a982,Optimizing result prefetching in web search engines with segmented indices,"Ronny Lempel, Shlomo Moran",VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases,2002,optimizing result prefetching in web search engines with segmented indices,ronny lempel shlomo moran,286
5590cdf40cf237666fc28cff,The VLDB Journal — The International Journal on Very Large Data Bases,"",The VLDB Journal — The International Journal on Very Large Data Bases,2004,the vldb journal the international journal on very large data bases,"",201
539087e720f70186a0d68b69,PREDATOR: a resource for database research,Praveen Seshadri,ACM SIGMOD Record,1998,predator a resource for database research,praveen seshadri,1074
539087cf20f70186a0d5d1c1,Research problems in genome databases,Nathan Goodman,PODS '95 Proceedings of the fourteenth ACM SIGACT-SIGMOD-SIGART symposium on Principles of database systems,1995,research problems in genome databases,nathan goodman,730
539087f320f70186a0d6fe24,The Asilomar report on database research,"Phil Bernstein, Michael Brodie, Stefano Ceri, David DeWitt, Mike Franklin, Hector Garcia-Molina, Jim Gray, Jerry Held, Joe Hellerstein, H. V. Jagadish, Michael Lesk, Dave Maier, Jeff Naughton, Hamid Pirahesh, Mike Stonebraker, Jeff Ullman",ACM SIGMOD Record,1998,the asilomar report on database research,phil bernstein michael brodie stefano ceri david dewitt mike franklin hector garcia molina jim gray jerry held joe hellerstein h v jagadish michael lesk dave maier jeff naughton hamid pirahesh mike stonebraker jeff ullman,1378
53908d6520f70186a0dd1a3c,TREX: DTD-conforming XML to XML transformations,"Aoying Zhou, Qing Wang, Zhimao Guo, Xueqing Gong, Shihui Zheng, Hongwei Wu, Jianchang Xiao, Kun Yue, Wenfei Fan",Proceedings of the 2003 ACM SIGMOD international conference on Management of data,2003,trex dtd conforming xml to xml transformations,aoying zhou qing wang zhimao guo xueqing gong shihui zheng hongwei wu jianchang xiao kun yue wenfei fan,2755
558c1265612c2ba45fe943e2,The VLDB Journal — The International Journal on Very Large Data Bases,"",The VLDB Journal — The International Journal on Very Large Data Bases,2003,the vldb journal the international journal on very large data bases,"",2824
5390880d20f70186a0d7b09f,Conjunctive-query containment and constraint satisfaction,"Phokion G. Kolaitis, Moshe Y. Vardi",Journal of Computer and System Sciences - Special issue on the seventeenth ACM SIGACT-SIGMOD-SIGART symposium on principles of database systems,2000,conjunctive query containment and constraint satisfaction,phokion g kolaitis moshe y vardi,1555
53908a9620f70186a0da4741,Asera: Extranet Architecture for B2B Solutions,Anil Nori,VLDB '00 Proceedings of the 26th International Conference on Very Large Data Bases,2000,asera extranet architecture for b2b solutions,anil nori,2190
5390975920f70186a0dfe2be,"Spatial, temporal and spatio-temporal databases - hot issues and directions for phd research","John F. Roddick, Erik Hoel, Max J. Egenhofer, Dimitris Papadias, Betty Salzberg",ACM SIGMOD Record,2004,spatial temporal and spatio temporal databases hot issues and directions for phd research,john f roddick erik hoel max j egenhofer dimitris papadias betty salzberg,170
53909f6920f70186a0e3a981,StatStream: statistical monitoring of thousands of data streams in real time,"Yunyue Zhu, Dennis Shasha",VLDB '02 Proceedings of the 28th international conference on Very Large Data Bases,2002,statstream statistical monitoring of thousands of data streams in real time,yunyue zhu dennis shasha,320
539087cf20f70186a0d5d03a,Data and knowledge base research at Hong Kong University of Science and Technology,"P. Drew, B. Hamidzadeh, K. Karlapalem, A. Kean, D. Lee, Q. Li, F. Lochovsky, C. D. Shum, B. Wuthrich",ACM SIGMOD Record,1995,data and knowledge base research at hong kong university of science and technology,p drew b hamidzadeh k karlapalem a kean d lee q li f lochovsky c d shum b wuthrich,728
558d78430cf2c779a6476199,Keynote Address,Robert S. Epstein,SIGMOD '95 Proceedings of the 1995 ACM SIGMOD international conference on Management of data,1995,keynote address,robert s epstein,1209
539087cb20f70186a0d594fa,A comparison of three user interfaces to relational microcomputer data bases,"Carl Medsker, Margaret Christensen, Il-Yeol Song",ACM SIGMOD Record,1995,a comparison of three user interfaces to relational microcomputer data bases,carl medsker margaret christensen il yeol song,666
53908b4920f70186a0dbac8c,The design and implementation of K: a high-level knowledge-base programming language of OSAM*.KBMS,"Yuh-Ming Shyy, Javier Arroyo, Stanley Y.W. Su, Herman Lam",The VLDB Journal — The International Journal on Very Large Data Bases,1996,the design and implementation of k a high level knowledge base programming language of osam kbms,yuh ming shyy javier arroyo stanley y w su herman lam,2614
5390881220f70186a0d7e2a3,Querying partially sound and complete data sources,"Alberto O. Mendelzon, George A. Mihaila",PODS '01 Proceedings of the twentieth ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems,2001,querying partially sound and complete data sources,alberto o mendelzon george a mihaila,1598
53908a7420f70186a0da4499,"Design, Implementation, and Performance of the LHAM Log-Structured History Data Access Method","Peter Muth, Patrick E. O'Neil, Achim Pick, Gerhard Weikum",VLDB '98 Proceedings of the 24rd International Conference on Very Large Data Bases,1998,design implementation and performance of the lham log structured history data access method,peter muth patrick e o neil achim pick gerhard weikum,2024
53909f8c20f70186a0e401ac,WIC: a general-purpose algorithm for monitoring web information sources,"Sandeep Pandey, Kedar Dhamdhere, Christopher Olston",VLDB '04 Proceedings of the Thirtieth international conference on Very large data bases - Volume 30,2004,wic a general purpose algorithm for monitoring web information sources,sandeep pandey kedar dhamdhere christopher olston,524
53908d6520f70186a0dd1a14,Estimating compilation time of a query optimizer,"Ihab F. Ilyas, Jun Rao, Guy Lohman, Dengfeng Gao, Eileen Lin",Proceedings of the 2003 ACM SIGMOD international conference on Management of data,2003,estimating compilation time of a query optimizer,ihab f ilyas jun rao guy lohman dengfeng gao eileen lin,2729
5390880220f70186a0d762f2,Towards data mining benchmarking: a test bed for performance study of frequent pattern mining,"Jian Pei, Runying Mao, Kan Hu, Hua Zhu",SIGMOD '00 Proceedings of the 2000 ACM SIGMOD international conference on Management of data,2000,towards data mining benchmarking a test bed for performance study of frequent pattern mining,jian pei runying mao kan hu hua zhu,1528
539087f320f70186a0d70ad4,NSF workshop on industrial/academic cooperation in database systems,"Mike Carey, Len Seligman",ACM SIGMOD Record,1999,nsf workshop on industrial academic cooperation in database systems,mike carey len seligman,1400
53908a9620f70186a0da4cea,Aggregate-Query Processing in Data Warehousing Environments,"Ashish Gupta, Venky Harinarayan, Dallan Quass",VLDB '95 Proceedings of the 21th International Conference on Very Large Data Bases,1995,aggregate query processing in data warehousing environments,ashish gupta venky harinarayan dallan quass,2309
539087cf20f70186a0d5b1f7,Query size estimation by adaptive sampling,"Richard J. Lipton, Jeffrey F. Naughton",Selected papers of the 9th annual ACM SIGACT-SIGMOD-SIGART symposium on Principles of database systems,1995,query size estimation by adaptive sampling,richard j lipton jeffrey f naughton,671
5390881220f70186a0d7e347,Materialized view and index selection tool for Microsoft SQL server 2000,"Sanjay Agrawal, Surajit Chaudhuri, Vivek Narasayya",SIGMOD '01 Proceedings of the 2001 ACM SIGMOD international conference on Management of data,2001,materialized view and index selection tool for microsoft sql server 2000,sanjay agrawal surajit chaudhuri vivek narasayya,1700
5590dc620cf25001c36ef755,ACM SIGMOD Record,"",ACM SIGMOD Record,2001,acm sigmod record,"",1913
539087e120f70186a0d66903,Answering recursive queries using views,"Oliver M. Duschka, Michael R. Genesereth",PODS '97 Proceedings of the sixteenth ACM SIGACT-SIGMOD-SIGART symposium on Principles of database systems,1997,answering recursive queries using views,oliver m duschka michael r genesereth,1040
53908d6520f70186a0dd1a41,Query by humming: in action with its technology revealed,"Yunyue Zhu, Dennis Shasha, Xiaojian Zhao",Proceedings of the 2003 ACM SIGMOD international conference on Management of data,2003,query by humming in action with its technology revealed,yunyue zhu dennis shasha xiaojian zhao,2773
