index_acm,paperId_acm,title_acm,authors_acm,venue_acm,year_acm
1166,539087e720f70186a0d69680,managing large systems with db2 udb,chris eaton,sigmod '98 proceedings of the 1998 acm sigmod international conference on management of data,1998
1167,539087e720f70186a0d69681,database systems management and oracle8,c gregory doherty,sigmod '98 proceedings of the 1998 acm sigmod international conference on management of data,1998
1168,539087e720f70186a0d69682,ubiquitous self tuning scalable servers,peter spiro,sigmod '98 proceedings of the 1998 acm sigmod international conference on management of data,1998
1169,539087e720f70186a0d69665,nodose a tool for semi automatically extracting structured and semistructured data from text documents,brad adelberg,sigmod '98 proceedings of the 1998 acm sigmod international conference on management of data,1998
1170,539087e720f70186a0d69683,data in your face push technology in perspective,michael franklin stan zdonik,sigmod '98 proceedings of the 1998 acm sigmod international conference on management of data,1998
1171,539087e720f70186a0d69686,a data mining application customer retention at the port of singapore authority psa,kiansing ng huan liu hweebong kwah,sigmod '98 proceedings of the 1998 acm sigmod international conference on management of data,1998
1172,539087e720f70186a0d69687,oracle rdb s record caching model,richard anderson gopalan arun richard frank,sigmod '98 proceedings of the 1998 acm sigmod international conference on management of data,1998
1173,539087e720f70186a0d6967f,sql open heterogeneous data access,berthold reinwald hamid pirahesh,sigmod '98 proceedings of the 1998 acm sigmod international conference on management of data,1998
1174,539087e720f70186a0d69688,50 000 users on an oracle8 universal server database,tirthankar lahiri ashok joshi amit jasuja sumanta chatterjee,sigmod '98 proceedings of the 1998 acm sigmod international conference on management of data,1998
1175,539087e720f70186a0d6967e,enterprise java platform data access,seth white rick cattell shel finkelstein,sigmod '98 proceedings of the 1998 acm sigmod international conference on management of data,1998
1176,539087e720f70186a0d69689,about quark digital media system,kamar aulakh,sigmod '98 proceedings of the 1998 acm sigmod international conference on management of data,1998
1177,539087e720f70186a0d6967d,microsoft universal data access platform,jos a blakeley michael j pizzo,sigmod '98 proceedings of the 1998 acm sigmod international conference on management of data,1998
1178,539087e720f70186a0d6968b,developing a high traffic read only web site,john nauman ray suorsa,sigmod '98 proceedings of the 1998 acm sigmod international conference on management of data,1998
1179,539087e720f70186a0d6968c,real business processing meets the web,james chong,sigmod '98 proceedings of the 1998 acm sigmod international conference on management of data,1998
1180,539087e720f70186a0d6967a,sap r 3 tutorial a database application system,alfons kemper donald kossmann florian matthes,sigmod '98 proceedings of the 1998 acm sigmod international conference on management of data,1998
1181,539087e720f70186a0d6968d,olympic records for data at the 1998 nagano games,edwin r lassettre,sigmod '98 proceedings of the 1998 acm sigmod international conference on management of data,1998
1182,539087e720f70186a0d6968e,delivering high availability for inktomi search engines,eric a brewer,sigmod '98 proceedings of the 1998 acm sigmod international conference on management of data,1998
1183,539087e720f70186a0d6968f,microsoft com a high scale data management and transaction processing solution,sherri kennamer,sigmod '98 proceedings of the 1998 acm sigmod international conference on management of data,1998
1184,539087e720f70186a0d69676,replication consistency and practicality are these mutually exclusive,todd anderson yuri breitbart henry f korth avishai wool,sigmod '98 proceedings of the 1998 acm sigmod international conference on management of data,1998
1185,539087e720f70186a0d69678,next generation database systems won t work without semantics panel,john mylopoulos,sigmod '98 proceedings of the 1998 acm sigmod international conference on management of data,1998
1186,539087e720f70186a0d69690,free parallel data mining,bin li dennis shasha,sigmod '98 proceedings of the 1998 acm sigmod international conference on management of data,1998
1187,539087e720f70186a0d69692,cq a personalized update monitoring toolkit,ling liu calton pu wei tang david buttler john biggs tong zhou paul benninghoff wei han fenghua yu,sigmod '98 proceedings of the 1998 acm sigmod international conference on management of data,1998
1188,539087e720f70186a0d69693,datasplash,chris olston allison woodruff alexander aiken michael chu vuk ercegovac mark lin mybrid spalding michael stonebraker,sigmod '98 proceedings of the 1998 acm sigmod international conference on management of data,1998
1189,539087e720f70186a0d69691,the araneus web based management system,g mecca p atzeni a masci g sindoni p merialdo,sigmod '98 proceedings of the 1998 acm sigmod international conference on management of data,1998
1190,539087e720f70186a0d69694,microsoft index turning wizard for sql server 7 0,surajit chaudhuri vivek narasayya,sigmod '98 proceedings of the 1998 acm sigmod international conference on management of data,1998
1191,539087e720f70186a0d69698,capability based mediation in tsimmis,chen li ramana yerneni vasilis vassalos hector garcia molina yannis papakonstantinou jeffrey ullman murty valiveti,sigmod '98 proceedings of the 1998 acm sigmod international conference on management of data,1998
1192,539087e720f70186a0d6968a,filenet integrated document management database usage and issues,daniel s whelan,sigmod '98 proceedings of the 1998 acm sigmod international conference on management of data,1998
1193,539087e720f70186a0d69699,control continuous output and navigation technology with refinement on line,ron avnur joseph m hellerstein bruce lo chris olston bhaskaran raman vijayshankar raman tali roth kirk wylie,sigmod '98 proceedings of the 1998 acm sigmod international conference on management of data,1998
1194,539087e720f70186a0d6969a,amdb an access method debugging tool,marcel kornacker mehul shah joseph m hellerstein,sigmod '98 proceedings of the 1998 acm sigmod international conference on management of data,1998
1195,539087e720f70186a0d6969b,user oriented smart cache for the web what you seek is what you get,zo lacroix arnaud sahuguet raman chandrasekar,sigmod '98 proceedings of the 1998 acm sigmod international conference on management of data,1998
1196,539087e720f70186a0d6969f,supersql an extended sql for database publishing and presentation,motomichi toyama,sigmod '98 proceedings of the 1998 acm sigmod international conference on management of data,1998
1197,539087e720f70186a0d696a0,the idea web lab,stefano ceri piero fraternali stefano paraboschi,sigmod '98 proceedings of the 1998 acm sigmod international conference on management of data,1998
1198,539087e720f70186a0d69685,transactional publish subscribe the proactive multicast of database changes abstract,arvola chan,sigmod '98 proceedings of the 1998 acm sigmod international conference on management of data,1998
1199,539087e720f70186a0d696a1,dtl s dataspot database exploration as easy as browsing the web,shaul dar gadi entin shai geva eran palmon,sigmod '98 proceedings of the 1998 acm sigmod international conference on management of data,1998
1200,539087e720f70186a0d696a2,a protein patent query system powered by kleisli,jing chen limsoon wong louxin zhang,sigmod '98 proceedings of the 1998 acm sigmod international conference on management of data,1998
1201,539087e720f70186a0d69684,the pointcast network abstract,satish ramakrishnan vibha dayal,sigmod '98 proceedings of the 1998 acm sigmod international conference on management of data,1998
1202,539087e720f70186a0d6969e,multimediaminer a system prototype for multimedia data mining,osmar r za ane jiawei han ze nian li sonny h chee jenny y chiang,sigmod '98 proceedings of the 1998 acm sigmod international conference on management of data,1998
1203,539087e720f70186a0d6969d,xmas an extensible main memory storage system for high performance applications,jang ho park yong sik kwon ki hong kim sang ho lee byoung dae park sang kyun cha,sigmod '98 proceedings of the 1998 acm sigmod international conference on management of data,1998
1204,539087e720f70186a0d6969c,the multidimensional database system rasdaman,p baumann a dehmel p furtado r ritsch n widmann,sigmod '98 proceedings of the 1998 acm sigmod international conference on management of data,1998
1205,539087e720f70186a0d69697,ariadne a system for constructing mediators for internet sources,jos luis ambite naveen ashish greg barish craig a knoblock steven minton pragnesh j modi ion muslea andrew philpot sheila tejada,sigmod '98 proceedings of the 1998 acm sigmod international conference on management of data,1998
1206,539087e720f70186a0d69696,providing database like access to the web using queries based on textual similarity,william w cohen,sigmod '98 proceedings of the 1998 acm sigmod international conference on management of data,1998
1207,539087e720f70186a0d69695,flowback providing backward recovery for workflow management systems,bartek kiepuszewski ralf muhlberger maria e orlowska,sigmod '98 proceedings of the 1998 acm sigmod international conference on management of data,1998
1208,55911f090cf232eb904fad77,keynote address,larry j ellison,sigmod '95 proceedings of the 1995 acm sigmod international conference on management of data,1995
1209,558d78430cf2c779a6476199,keynote address,robert s epstein,sigmod '95 proceedings of the 1995 acm sigmod international conference on management of data,1995
1210,539087eb20f70186a0d6a443,the ins and outs and everything in between of data warehousing,phil fernandez donovan schneider,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,1996
1211,539087eb20f70186a0d6a444,repository system engineering,pillip a bernstein,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,1996
1212,539087eb20f70186a0d6a44a,dbsim a simulation tool for predicting database performance,mark lefler mark stokrp craig wong,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,1996
1213,539087eb20f70186a0d6a448,thinksheet a tool for tailoring complex documents,peter piatko roman yangarber daoi lin dennis shasha,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,1996
1214,539087eb20f70186a0d6a44f,sonar system for optimized numeric association rules,takeshi fukuda yasuhiko morimoto shinichi morishita takeshi tokuyama,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,1996
1215,539087eb20f70186a0d6a450,capbased ams a capability based and event driven activity management system,patrick c k hung helen p yeung kamalakar karlapalem,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,1996
1216,539087eb20f70186a0d6a44b,lore a lightweight object repository for semistructured data,dallan quass jennifer widom roy goldman kevin haas qingshan luo jason mchugh svetlozar nestorov anand rajaraman hugo rivero serge abiteboul jeff ullman janet wiener,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,1996
1217,539087eb20f70186a0d6a452,bess storage support for interactive visualization systems,a biliris t a funkhouser w o connell e panagos,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,1996
1218,539087eb20f70186a0d6a451,the multiview project object oriented view technology and applications,e a rundensteiner h a kuno y g ra v crestana taube m c jones p j marron,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,1996
1219,539087eb20f70186a0d6a453,the garlic project,m tork roth m arya l haas m carey w cody r fagin p schwarz j thomas e wimmers,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,1996
1220,539087eb20f70186a0d6a44c,dbminer interactive mining of multiple level knowledge in relational databases,jaiwei han youngjian fu wei wang jenny chiang osmar r za ane krzysztof koperski,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,1996
1221,539087eb20f70186a0d6a44e,metu interoperable database system,asuman dogac ugur halici ebru kilic gokhan ozhan fatma ozcan sena nural cevdet dengi sema mancuhan budak arpinar pinar koksal cem evrendilek,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,1996
1222,539087eb20f70186a0d6a44d,prospector a content based multimedia server for massively parallel architectures,s choo w o connell g linerman h chen k ganapathy a biliris e panagos d schrader,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,1996
1223,539087eb20f70186a0d6a449,hyperstorm administering structured documents using object oriented database technology,klemens b hm karl aberer,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,1996
1224,539087eb20f70186a0d6a446,state of the art in workflow management research and products,c mohan,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,1996
1225,539087eb20f70186a0d6a447,data mining techniques,jiawei han,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,1996
1226,539087eb20f70186a0d6a445,databases and visualization,daniel a keim,sigmod '96 proceedings of the 1996 acm sigmod international conference on management of data,1996
1227,558cf4cde4b00b95a766fe2a,acm sigmod record,michael franklin,acm sigmod record,1998
1228,558e0e590cf222bc17bc023b,reminiscences on influential papers,richard snodgrass,acm sigmod record,1998
1229,539087ef20f70186a0d6c8e3,algebraic change propagation for semijoin and outerjoin queries,timothy griffin bharat kumar,acm sigmod record,1998
1230,539087ef20f70186a0d6c8e4,b tree page size when caching is considered,david lomet,acm sigmod record,1998
1231,539087ef20f70186a0d6c8e9,standards in practice,andrew eisenberg jim melton,acm sigmod record,1998
1232,539087ef20f70186a0d6c8ec,database research at columbia university,shih fu chang luis gravano gail e kaiser kenneth a ross salvatore j stolfo,acm sigmod record,1998
1233,539087ef20f70186a0d6c8e6,the trigs active object oriented database system an overview,g kappel w retschitzegger,acm sigmod record,1998
1234,539087ef20f70186a0d6c8e7,a case for intelligent disks idisks,kimberly keeton david a patterson joseph m hellerstein,acm sigmod record,1998
1235,539087ef20f70186a0d6c8e2,enhanced nearest neighbour search on the r tree,king lum cheung ada wai chee fu,acm sigmod record,1998
1236,539087ef20f70186a0d6c8ea,database techniques for the world wide web a survey,daniela florescu alon levy alberto mendelzon,acm sigmod record,1998
1237,539087ef20f70186a0d6c8ed,the microsoft database research group,david lomet roger barga surajit chaudhuri paul larson vivek narasayya,acm sigmod record,1998
1238,539087ef20f70186a0d6c8e1,report on the 5th international workshop on knowledge representation meets databases krdb 98,alex borgida vinay k chaudhri martin staudt,acm sigmod record,1998
1239,539087ef20f70186a0d6d859,the complexity of query reliability,erich gr del yuri gurevich colin hirsch,pods '98 proceedings of the seventeenth acm sigact-sigmod-sigart symposium on principles of database systems,1998
1240,539087f320f70186a0d6f791,efficiently sequencing tape resident jobs,sachin more s muthukrishnan elizabeth shriver,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,1999
1241,539087f320f70186a0d6f796,reasoning about nested functional dependencies,carmem s hara susan b davidson,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,1999
1242,539087f320f70186a0d6f799,minimal data upgrading to prevent inference and association attacks,steven dawson sabrina de capitani di vimercati patrick lincoln pierangela samarati,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,1999
1243,539087f320f70186a0d6f790,hypertree decompositions and tractable queries,georg gottlob nicola leone francesco scarcello,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,1999
1244,539087f320f70186a0d6f79a,a framework for measuring changes in data characteristics,venkatesh ganti johannes gehrke raghu ramakrishnan,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,1999
1245,539087f320f70186a0d6f798,exact and approximate aggregation in constraint query languages,michael benedikt leonid libkin,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,1999
1246,539087f320f70186a0d6f79b,least expected cost query optimization an exercise in utility,francis chu joseph y halpern praveen seshadri,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,1999
1247,539087f320f70186a0d6f79f,querying aggregate data,st phane grumbach maurizio rafanelli leonardo tininini,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,1999
1248,539087f320f70186a0d6f7a3,type inference for queries on semistructured data,tova milo dan suciu,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,1999
1249,539087f320f70186a0d6f79c,inherent complexity of recursive queries,stavros cosmadakis,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,1999
1250,539087f320f70186a0d6f7a1,rewriting of regular expressions and regular path queries,diego calvanese giuseppe de giacomo maurizio lenzerini moshe y vardi,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,1999
1251,539087f320f70186a0d6f7a2,query automata,frank neven thomas schwentick,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,1999
1252,539087f320f70186a0d6f7a0,applications of linear algebra in information retrieval and hypertext analysis,jon kleinberg andrew tomkins,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,1999
1253,539087f320f70186a0d6f7a9,correctness in general configurations of transactional components,gustavo alonso armin fe ler guy pardon hans j rg schek,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,1999
1254,539087f320f70186a0d6f7a6,substring selectivity estimation,h v jagadish raymond t ng divesh srivastava,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,1999
1255,539087f320f70186a0d6f7ab,atomicity with incompatible presumptions,yousef j al houmaily panos k chrysanthis,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,1999
1256,539087f320f70186a0d6f7a4,queries with incomplete answers over semistructured data,yaron kanza werner nutt yehoshua sagiv,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,1999
1257,539087f320f70186a0d6f7ae,locality preserving dictionaries theory application to clustering in databases,vijayshankar raman,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,1999
1258,539087f320f70186a0d6f7b0,group updates for relaxed height balanced trees,lauri malmi eljas soisalon soininen,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,1999
1259,539087f320f70186a0d6f795,type inference in the polymorphic relational algebra,jan van den bussche emmanuel waller,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,1999
1260,539087f320f70186a0d6f7ad,window accumulated subsequence matching problem is linear,luc boasson patrick cegielski ir ne guessarian yuri matiyasevich,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,1999
1261,539087f320f70186a0d6f78e,on views and xml,serge abiteboul,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,1999
1262,539087f320f70186a0d6f7af,on two dimensional indexability and optimal range search indexing,lars arge vasilis samoladas jeffrey scott vitter,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,1999
1263,539087f320f70186a0d6f79d,rewriting aggregate queries using views,sara cohen werner nutt alexander serebrenik,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,1999
1264,539087f320f70186a0d6f7aa,workflow transactions and datalog,anthony j bonner,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,1999
1265,539087f320f70186a0d6f794,consistent query answers in inconsistent databases,marcelo arenas leopoldo bertossi jan chomicki,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,1999
1266,539087f320f70186a0d6f7a7,on indexing mobile objects,george kollios dimitrios gunopulos vassilis j tsotras,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,1999
1267,539087f320f70186a0d6f7ac,concurrency control and recovery in transactional process management,heiko schuldt gustavo alonso hans j rg schek,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,1999
1268,539087f320f70186a0d6f7a5,fast time series searching with scaling and shifting,kelvin kam wing chu man hon wong,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,1999
1269,539087f320f70186a0d6f7a8,using ldap directory caches,sophie cluet olga kapitskaia divesh srivastava,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,1999
1270,539087f320f70186a0d6f792,processing and optimization of multiway spatial joins using r trees,dimitris papadias nikos mamoulis yannis theodoridis,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,1999
1271,558f35d70cf222bc17bc1b86,acm sigmod record,susan davidson christos faloutsos,acm sigmod record,1999
1272,539087f320f70186a0d6f79e,on the complexity of the view selection problem,howard karloff milena mihail,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,1999
1273,539087f320f70186a0d6f797,open problems in electronic commerce,j d tygar,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,1999
1274,539087f320f70186a0d6f78f,tracking join and self join sizes in limited storage,noga alon phillip b gibbons yossi matias mario szegedy,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,1999
1275,539087f320f70186a0d6f793,interaction between path and type constraints,peter buneman wenfie fan scott weinstein,pods '99 proceedings of the eighteenth acm sigmod-sigact-sigart symposium on principles of database systems,1999
1276,539087f320f70186a0d6f861,logical logging to extend recovery to new domains,david lomet mark tuttle,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1277,539087f320f70186a0d6f85d,efficient concurrency control in multidimensional access methods,kaushik chakrabarti sharad mehrotra,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1278,539087f320f70186a0d6f864,belief reasoning in mls deductive databases,hasan m jamil,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1279,539087f320f70186a0d6f85e,snakes and sandwiches optimal clustering strategies for a data warehouse,h v jagadish laks v s lakshmanan divesh srivastava,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1280,539087f320f70186a0d6f85b,integration of spatial join algorithms for processing multiple inputs,nikos mamoulis dimitris papadias,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1281,539087f320f70186a0d6f866,querying network directories,h v jagadish laks v s lakshmanan tova milo divesh srivastava dimitra vista,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1282,539087f320f70186a0d6f863,update propagation protocols for replicated databates,yuri breitbart raghavan komondoor rajeev rastogi s seshadri avi silberschatz,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1283,539087f320f70186a0d6f86f,a comparison of selectivity estimators for range queries on metric attributes,bj rn blohsfeld dieter korus bernhard seeger,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1284,539087f320f70186a0d6f86e,query optimization for selections using bitmaps,ming chuan wu,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1285,539087f320f70186a0d6f868,optimization of constrained frequent set queries with 2 variable constraints,laks v s lakshmanan raymond ng jiawei han alex pang,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1286,539087f320f70186a0d6f869,boat optimistic decision tree construction,johannes gehrke venkatesh ganti raghu ramakrishnan wei yin loh,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1288,539087f320f70186a0d6f878,client site query extensions,tobias mayr praveen seshadri,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1289,539087f320f70186a0d6f862,efficient concurrency control for broadcast environments,jayavel shanmugasundaram arvind nithrakashyap rajendran sivasankaran krithi ramamritham,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1290,539087f320f70186a0d6f867,online association rule mining,christian hidber,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1291,539087f320f70186a0d6f870,random sampling techniques for space efficient online computation of order statistics of large datasets,gurmeet singh manku sridhar rajagopalan bruce g lindsay,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1292,539087f320f70186a0d6f86c,multi dimensional selectivity estimation using compressed histogram information,ju hong lee deok hwan kim chin wan chung,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1293,539087f320f70186a0d6f860,fast algorithms for projected clustering,charu c aggarwal joel l wolf philip s yu cecilia procopiuc jong soo park,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1294,539087f320f70186a0d6f877,mind your vocabulary query mapping across heterogeneous information sources,chen chuan k chang h ctor garc a molina,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1295,539087f320f70186a0d6f87a,dynamat a dynamic view management system for data warehouses,yannis kotidis nick roussopoulos,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1296,539087f320f70186a0d6f887,data management issues in electronic commerce,m tamer zsu,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1297,539087f320f70186a0d6f888,petabyte databases,dirk d llmann,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1298,539087f320f70186a0d6f880,computing capabilities of mediators,ramana yerneni chen li hector garcia molina jeffrey ullman,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1299,539087f320f70186a0d6f86d,an efficient bitmap encoding scheme for selection queries,chee yong chan yannis e ioannidis,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1300,539087f320f70186a0d6f889,a database perspective on lotus domino notes,c mohan,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1301,539087f320f70186a0d6f88a,hypertext databases and data mining,soumen chakrabarti,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1302,539087f320f70186a0d6f865,a multimedia presentation algebra,s adali m l sapino v s subrahmanian,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1303,539087f320f70186a0d6f871,on random sampling over joins,surajit chaudhuri rajeev motwani vivek narasayya,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1304,539087f320f70186a0d6f873,ripple joins for online aggregation,peter j haas joseph m hellerstein,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1305,539087f320f70186a0d6f883,automatic discovery of language models for text databases,jamie callan margaret connell aiqun du,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1306,539087f320f70186a0d6f88f,implementing the spirit of sql 99,paul brown,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1307,539087f320f70186a0d6f88d,o o what s happening to db2,m carey d chamberlin d doole s rielau n mattos s narayanan b vance r swagerman,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1308,539087f320f70186a0d6f872,join synopses for approximate query answering,swarup acharya phillip b gibbons viswanath poosala sridhar ramaswamy,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1309,539087f320f70186a0d6f86b,approximate computation of multidimensional aggregates of sparse data using wavelets,jeffrey scott vitter min wang,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1310,539087f320f70186a0d6f882,record boundary discovery in web documents,d w embley y jiang y k ng,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1311,539087f320f70186a0d6f893,emc information sharing direct access to mvs data from unix and nt,walt kohler,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1312,539087f320f70186a0d6f892,indexing medium dimensionality data in oracle,k v ravi kanth siva ravada jayant sharma jay banerjee,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1313,539087f320f70186a0d6f881,query rewriting for semistructured data,yannis papakonstantinou vasilis vassalos,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1314,539087f320f70186a0d6f895,merge replication in microsoft s sql server 7 0,brad hammond,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1315,539087f320f70186a0d6f897,microsoft site server commerce ed talk slides available at the conference,bassel ojjeh,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1316,539087f320f70186a0d6f898,e commerce database issues and experience talk slides available at at the conference,anand rajaraman,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1317,539087f320f70186a0d6f894,daytona and the fourth generation language cymbal,rick greer,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1318,539087f320f70186a0d6f896,in memory data management for consumer transactions the timesten approach,corporate timesten team,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1319,539087f320f70186a0d6f89a,versions and workspaces in microsoft repository,thomas bergstraesser philip a bernstein shankar pal david shutt,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1320,539087f320f70186a0d6f89c,the need for distributed asynchronous transactions,lyman do prabhu ram pamela drew,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1321,539087f320f70186a0d6f85f,optics ordering points to identify the clustering structure,mihael ankerst markus m breunig hans peter kriegel j rg sander,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1322,539087f320f70186a0d6f87f,storing semistructured data with stored,alin deutsch mary fernandez dan suciu,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1323,539087f320f70186a0d6f959,data integration and warehousing in telecom italia,stefano m trisolini maurizio lenzerini daniele nardi,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1324,539087f320f70186a0d6f958,improving oltp data quality using data warehouse mechanisms,matthias jarke christoph quix guido blees dirk lehmann gunter michalk stefan stierl,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1325,539087f320f70186a0d6f95d,database patchwork on the internet,reinhard braumandl alfons kemper donald kossmann,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1326,539087f320f70186a0d6f95a,an xjml based wrapper generator for web information extraction,ling liu wei han david buttler calton pu wei tang,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1327,539087f320f70186a0d6f960,nodose version 2 0,brad adelberg matthew denny,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
1328,539087f320f70186a0d6f961,phoenix making applications robust,roger barga david b lomet,sigmod '99 proceedings of the 1999 acm sigmod international conference on management of data,1999
